Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
graphics,/usr/lib/R/library,4.2.2,base,,grDevices,,,,Part of R 4.2.2,,,,,yes,4.2.2
grDevices,/usr/lib/R/library,4.2.2,base,,,,KernSmooth,,Part of R 4.2.2,,,,,yes,4.2.2
grid,/usr/lib/R/library,4.2.2,base,,"grDevices, utils",,,,Part of R 4.2.2,,,,,yes,4.2.2
KernSmooth,/usr/lib/R/library,2.23-20,recommended,"R (>= 2.5.0), stats",,,"MASS, carData",,Unlimited,,,,,yes,4.0.5
lattice,/usr/lib/R/library,0.20-45,recommended,R (>= 3.0.0),"grid, grDevices, graphics, stats, utils",,"KernSmooth, MASS, latticeExtra",chron,GPL (>= 2),,,,,yes,4.2.0
MASS,/usr/lib/R/library,7.3-58,recommended,"R (>= 3.3.0), grDevices, graphics, stats, utils",methods,,"lattice, nlme, nnet, survival, gamair",,GPL-2 | GPL-3,,,,,yes,4.2.1
Matrix,/usr/lib/R/library,1.5-1,recommended,R (>= 3.5.0),"methods, graphics, grid, stats, utils, lattice",,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep",GPL (>= 2) | file LICENCE,,,,,yes,4.2.1
methods,/usr/lib/R/library,4.2.2,base,,"utils, stats",,codetools,,Part of R 4.2.2,,,,,yes,4.2.2
mgcv,/usr/lib/R/library,1.8-41,recommended,"R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",,"parallel, survival, MASS",,GPL (>= 2),,,,,yes,4.2.1
nlme,/usr/lib/R/library,3.1-161,recommended,R (>= 3.5.0),"graphics, stats, utils, lattice",,"Hmisc, MASS, SASmixed",,GPL (>= 2),,,,,yes,4.2.2
nnet,/usr/lib/R/library,7.3-18,recommended,"R (>= 3.0.0), stats, utils",,,MASS,,GPL-2 | GPL-3,,,,,yes,4.2.1
parallel,/usr/lib/R/library,4.2.2,base,,"tools, compiler",,methods,"snow, nws, Rmpi",Part of R 4.2.2,,,,,yes,4.2.2
rpart,/usr/lib/R/library,4.1.19,recommended,"R (>= 2.15.0), graphics, stats, grDevices",,,survival,,GPL-2 | GPL-3,,,,,yes,4.2.1
spatial,/usr/lib/R/library,7.3-11,recommended,"R (>= 3.0.0), graphics, stats, utils",,,MASS,,GPL-2 | GPL-3,,,,,yes,4.0.0
splines,/usr/lib/R/library,4.2.2,base,,"graphics, stats",,"Matrix, methods",,Part of R 4.2.2,,,,,yes,4.2.2
stats,/usr/lib/R/library,4.2.2,base,,"utils, grDevices, graphics",,"MASS, Matrix, SuppDists, methods, stats4",,Part of R 4.2.2,,,,,yes,4.2.2
stats4,/usr/lib/R/library,4.2.2,base,,"graphics, methods, stats",,,,Part of R 4.2.2,,,,,,4.2.2
survival,/usr/lib/R/library,3.4-0,recommended,R (>= 3.5.0),"graphics, Matrix, methods, splines, stats, utils",,,,LGPL (>= 2),,,,,yes,4.2.1
tcltk,/usr/lib/R/library,4.2.2,base,,utils,,,,Part of R 4.2.2,,,,,yes,4.2.2
tools,/usr/lib/R/library,4.2.2,base,,,,"codetools, methods, xml2, curl, commonmark, knitr, xfun,
mathjaxr",,Part of R 4.2.2,,,,,yes,4.2.2
utils,/usr/lib/R/library,4.2.2,base,,,,"methods, xml2, commonmark, knitr",,Part of R 4.2.2,,,,,yes,4.2.2
